,MaxCurrent,EffCurrent,Time Period,PC screen1,PC screen2,Temperature sensor
763,439.45,310.8,1.07,,,
764,439.45,310.8,1.07,,,
765,451.66,319.4,1.07,,,
766,427.25,302.2,1.07,,,
767,439.45,310.8,1.07,,,
768,439.45,310.8,1.07,,,
769,439.45,310.8,1.07,,,
770,439.45,310.8,1.07,,,
771,427.25,302.2,1.07,,,
772,439.45,310.8,1.07,,,
773,439.45,310.8,1.07,,,
774,439.45,310.8,1.07,,,
775,427.25,302.2,1.07,,,
776,451.66,319.4,1.07,,,
777,451.66,319.4,1.07,,,
778,451.66,319.4,1.07,,,
779,439.45,310.8,1.07,,,
780,415.04,293.5,1.07,,,
781,427.25,302.2,1.07,,,
782,439.45,310.8,1.07,,,
783,427.25,302.2,1.07,,,
784,427.25,302.2,1.07,,,
785,439.45,310.8,1.07,,,
786,427.25,302.2,1.07,,,
787,427.25,302.2,1.07,,,
788,451.66,319.4,1.07,,,
789,439.45,310.8,1.07,,,
790,427.25,302.2,1.07,,,
791,451.66,319.4,1.07,,,
792,451.66,319.4,1.07,,,
793,427.25,302.2,1.07,,,
794,427.25,302.2,1.07,,,
795,427.25,302.2,1.07,,,
796,439.45,310.8,1.07,,,
797,439.45,310.8,1.07,,,
798,427.25,302.2,1.07,,,
799,439.45,310.8,1.07,,,
800,439.45,310.8,1.07,,,
801,427.25,302.2,1.07,,,
802,439.45,310.8,1.07,,,
803,451.66,319.4,1.07,,,
804,427.25,302.2,1.07,,,
805,439.45,310.8,1.07,,,
806,439.45,310.8,1.07,,,
807,439.45,310.8,1.07,,,
808,439.45,310.8,1.07,,,
809,427.25,302.2,1.07,,,
810,439.45,310.8,1.07,,,
811,439.45,310.8,1.07,,,
812,439.45,310.8,1.07,,,
813,463.87,328.1,1.07,,,
814,451.66,319.4,1.07,,,
815,439.45,310.8,1.07,,,
816,439.45,310.8,1.07,,,
817,439.45,310.8,1.07,,,
818,451.66,319.4,1.07,,,
819,451.66,319.4,1.07,,,
820,439.45,310.8,1.07,,,
821,451.66,319.4,1.07,,,
822,439.45,310.8,1.07,,,
823,451.66,319.4,1.07,,,
824,439.45,310.8,1.07,,,
825,427.25,302.2,1.07,,,
826,427.25,302.2,1.07,,,
827,427.25,302.2,1.07,,,
828,427.25,302.2,1.07,,,
829,439.45,310.8,1.07,,,
830,427.25,302.2,1.07,,,
831,439.45,310.8,1.07,,,
832,427.25,302.2,1.07,,,
833,439.45,310.8,1.07,,,
834,439.45,310.8,1.07,,,
835,427.25,302.2,1.07,,,
836,451.66,319.4,1.07,,,
837,439.45,310.8,1.07,,,
838,439.45,310.8,1.07,,,
839,427.25,302.2,1.07,,,
840,427.25,302.2,1.07,,,
841,427.25,302.2,1.07,,,
842,439.45,310.8,1.07,,,
843,427.25,302.2,1.07,,,
844,415.04,293.5,1.07,,,
845,439.45,310.8,1.07,,,
846,427.25,302.2,1.07,,,
847,427.25,302.2,1.07,,,
848,439.45,310.8,1.07,,,
849,451.66,319.4,1.07,,,
850,427.25,302.2,1.07,,,
851,427.25,302.2,1.07,,,
852,463.87,328.1,1.07,,,
853,415.04,293.5,1.07,,,
854,451.66,319.4,1.07,,,
855,439.45,310.8,1.07,,,
856,415.04,293.5,1.07,,,
857,427.25,302.2,1.07,,,
858,427.25,302.2,1.07,,,
859,439.45,310.8,1.07,,,
860,439.45,310.8,1.07,,,
861,439.45,310.8,1.07,,,
862,415.04,293.5,1.07,,,
863,427.25,302.2,1.07,,,
864,439.45,310.8,1.07,,,
865,427.25,302.2,1.07,,,
866,427.25,302.2,1.07,,,
867,427.25,302.2,1.07,,,
868,439.45,310.8,1.07,,,
869,439.45,310.8,1.07,,,
870,427.25,302.2,1.07,,,
871,427.25,302.2,1.07,,,
872,427.25,302.2,1.07,,,
873,427.25,302.2,1.07,,,
874,439.45,310.8,1.07,,,
875,427.25,302.2,1.07,,,
876,439.45,310.8,1.07,,,
877,439.45,310.8,1.07,,,
878,427.25,302.2,1.07,,,
879,427.25,302.2,1.07,,,
880,427.25,302.2,1.07,,,
881,427.25,302.2,1.07,,,
882,439.45,310.8,1.07,,,
883,427.25,302.2,1.07,,,
884,439.45,310.8,1.07,,,
885,439.45,310.8,1.07,,,
886,415.04,293.5,1.07,,,
887,427.25,302.2,1.07,,,
888,451.66,319.4,1.07,,,
889,427.25,302.2,1.07,,,
890,451.66,319.4,1.07,,,
891,439.45,310.8,1.07,,,
892,439.45,310.8,1.07,,,
893,439.45,310.8,1.07,,,
894,451.66,319.4,1.07,,,
895,439.45,310.8,1.07,,,
896,439.45,310.8,1.07,,,
897,451.66,319.4,1.07,,,
898,439.45,310.8,1.07,,,
899,451.66,319.4,1.07,,,
900,439.45,310.8,1.07,,,
901,415.04,293.5,1.07,,,
902,427.25,302.2,1.07,,,
903,439.45,310.8,1.07,,,
904,415.04,293.5,1.07,,,
905,427.25,302.2,1.07,,,
906,415.04,293.5,1.07,,,
907,427.25,302.2,1.07,,,
908,439.45,310.8,1.07,,,
909,427.25,302.2,1.07,,,
910,415.04,293.5,1.07,,,
911,439.45,310.8,1.07,,,
912,427.25,302.2,1.07,,,
913,427.25,302.2,1.07,,,
914,427.25,302.2,1.07,,,
915,427.25,302.2,1.07,,,
916,451.66,319.4,1.07,,,
917,451.66,319.4,1.07,,,
918,439.45,310.8,1.07,,,
919,439.45,310.8,1.07,,,
920,439.45,310.8,1.07,,,
921,451.66,319.4,1.07,,,
922,439.45,310.8,1.07,,,
923,451.66,319.4,1.07,,,
924,451.66,319.4,1.07,,,
925,439.45,310.8,1.07,,,
926,451.66,319.4,1.07,,,
927,463.87,328.1,1.07,,,
928,439.45,310.8,1.07,,,
929,439.45,310.8,1.07,,,
930,451.66,319.4,1.07,,,
931,439.45,310.8,1.07,,,
932,439.45,310.8,1.07,,,
933,451.66,319.4,1.07,,,
934,451.66,319.4,1.07,,,
935,439.45,310.8,1.07,,,
936,451.66,319.4,1.07,,,
937,451.66,319.4,1.07,,,
938,451.66,319.4,1.07,,,
939,451.66,319.4,1.07,,,
940,463.87,328.1,1.07,,,
941,427.25,302.2,1.07,,,
942,451.66,319.4,1.07,,,
943,439.45,310.8,1.07,,,
944,427.25,302.2,1.07,,,
945,451.66,319.4,1.07,,,
946,439.45,310.8,1.07,,,
947,427.25,302.2,1.07,,,
948,451.66,319.4,1.07,,,
949,427.25,302.2,1.07,,,
950,427.25,302.2,1.07,,,
951,439.45,310.8,1.07,,,
952,439.45,310.8,1.07,,,
953,451.66,319.4,1.07,,,
954,427.25,302.2,1.07,,,
955,427.25,302.2,1.07,,,
956,439.45,310.8,1.07,,,
957,439.45,310.8,1.07,,,
958,451.66,319.4,1.07,,,
959,451.66,319.4,1.07,,,
960,451.66,319.4,1.07,,,
961,439.45,310.8,1.07,,,
962,451.66,319.4,1.07,,,
963,439.45,310.8,1.07,,,
964,451.66,319.4,1.07,,,
965,451.66,319.4,1.07,,,
966,451.66,319.4,1.07,,,
967,439.45,310.8,1.07,,,
968,439.45,310.8,1.07,,,
969,439.45,310.8,1.07,,,
970,451.66,319.4,1.07,,,
971,451.66,319.4,1.07,,,
972,451.66,319.4,1.07,,,
973,427.25,302.2,1.07,,,
974,463.87,328.1,1.07,,,
975,439.45,310.8,1.07,,,
976,439.45,310.8,1.07,,,
977,427.25,302.2,1.07,,,
978,427.25,302.2,1.07,,,
979,451.66,319.4,1.07,,,
980,427.25,302.2,1.07,,,
981,439.45,310.8,1.07,,,
982,439.45,310.8,1.07,,,
983,439.45,310.8,1.07,,,
984,451.66,319.4,1.07,,,
985,439.45,310.8,1.07,,,
986,439.45,310.8,1.07,,,
987,451.66,319.4,1.07,,,
988,451.66,319.4,1.07,,,
989,439.45,310.8,1.07,,,
990,439.45,310.8,1.07,,,
991,463.87,328.1,1.07,,,
992,439.45,310.8,1.07,,,
993,451.66,319.4,1.07,,,
994,427.25,302.2,1.07,,,
995,451.66,319.4,1.07,,,
996,439.45,310.8,1.07,,,
997,439.45,310.8,1.07,,,
998,427.25,302.2,1.07,,,
999,451.66,319.4,1.07,,,
1000,451.66,319.4,1.07,,,
1001,463.87,328.1,1.07,,,
1002,439.45,310.8,1.07,,,
1003,476.07,336.7,1.07,,,
1004,451.66,319.4,1.07,,,
1005,451.66,319.4,1.07,,,
1006,451.66,319.4,1.07,,,
1007,439.45,310.8,1.07,,,
1008,451.66,319.4,1.07,,,
1009,451.66,319.4,1.07,,,
1010,439.45,310.8,1.07,,,
1011,463.87,328.1,1.07,,,
1012,439.45,310.8,1.07,,,
1013,451.66,319.4,1.07,,,
1014,439.45,310.8,1.07,,,
1015,439.45,310.8,1.07,,,
1016,439.45,310.8,1.07,,,
1017,451.66,319.4,1.07,,,
1018,439.45,310.8,1.07,,,
1019,439.45,310.8,1.07,,,
1020,439.45,310.8,1.07,,,
1021,439.45,310.8,1.07,,,
1022,463.87,328.1,1.07,,,
1023,451.66,319.4,1.07,,,
1024,439.45,310.8,1.07,,,
1025,451.66,319.4,1.07,,,
1026,451.66,319.4,1.07,,,
1027,463.87,328.1,1.07,,,
1028,439.45,310.8,1.07,,,
1029,476.07,336.7,1.07,,,
1030,439.45,310.8,1.07,,,
1031,439.45,310.8,1.07,,,
1032,439.45,310.8,1.07,,,
1033,463.87,328.1,1.07,,,
1034,439.45,310.8,1.07,,,
1035,451.66,319.4,1.07,,,
1036,463.87,328.1,1.07,,,
1037,463.87,328.1,1.07,,,
1038,451.66,319.4,1.07,,,
1039,451.66,319.4,1.07,,,
1040,451.66,319.4,1.07,,,
1041,439.45,310.8,1.07,,,
1042,451.66,319.4,1.07,,,
1043,476.07,336.7,1.07,,,
1044,463.87,328.1,1.07,,,
1045,451.66,319.4,1.07,,,
1046,451.66,319.4,1.07,,,
1047,451.66,319.4,1.07,,,
1048,451.66,319.4,1.07,,,
1049,463.87,328.1,1.07,,,
1050,439.45,310.8,1.07,,,
1051,451.66,319.4,1.07,,,
1052,451.66,319.4,1.07,,,
1053,463.87,328.1,1.07,,,
1054,451.66,319.4,1.07,,,
1055,476.07,336.7,1.07,,,
1056,439.45,310.8,1.07,,,
1057,463.87,328.1,1.07,,,
1058,439.45,310.8,1.07,,,
1059,451.66,319.4,1.07,,,
1060,451.66,319.4,1.07,,,
1061,451.66,319.4,1.07,,,
1062,451.66,319.4,1.07,,,
1063,451.66,319.4,1.07,,,
1064,439.45,310.8,1.07,,,
1065,427.25,302.2,1.07,,,
1066,427.25,302.2,1.07,,,
1067,439.45,310.8,1.07,,,
1068,451.66,319.4,1.07,,,
1069,451.66,319.4,1.07,,,
1070,451.66,319.4,1.07,,,
1071,439.45,310.8,1.07,,,
1072,463.87,328.1,1.07,,,
1073,451.66,319.4,1.07,,,
1074,451.66,319.4,1.07,,,
1075,476.07,336.7,1.07,,,
1076,451.66,319.4,1.07,,,
1077,439.45,310.8,1.07,,,
1078,463.87,328.1,1.07,,,
1079,451.66,319.4,1.07,,,
1080,451.66,319.4,1.07,,,
1081,476.07,336.7,1.07,,,
1082,451.66,319.4,1.07,,,
1083,439.45,310.8,1.07,,,
1084,451.66,319.4,1.07,,,
1085,451.66,319.4,1.07,,,
1086,439.45,310.8,1.07,,,
1087,451.66,319.4,1.07,,,
1088,439.45,310.8,1.07,,,
1089,439.45,310.8,1.07,,,
1090,451.66,319.4,1.07,,,
1091,451.66,319.4,1.07,,,
1092,463.87,328.1,1.07,,,
1093,439.45,310.8,1.07,,,
1094,439.45,310.8,1.07,,,
1095,451.66,319.4,1.07,,,
1096,451.66,319.4,1.06,,,
1097,451.66,319.4,1.07,,,
1098,439.45,310.8,1.07,,,
1099,439.45,310.8,1.07,,,
1100,463.87,328.1,1.07,,,
1101,439.45,310.8,1.07,,,
1102,439.45,310.8,1.07,,,
1103,439.45,310.8,1.07,,,
1104,451.66,319.4,1.07,,,
1105,439.45,310.8,1.07,,,
1106,439.45,310.8,1.07,,,
1107,439.45,310.8,1.07,,,
1108,451.66,319.4,1.07,,,
1109,451.66,319.4,1.07,,,
1110,463.87,328.1,1.07,,,
1111,451.66,319.4,1.07,,,
1112,439.45,310.8,1.07,,,
1113,463.87,328.1,1.07,,,
1114,451.66,319.4,1.07,,,
1115,439.45,310.8,1.07,,,
1116,463.87,328.1,1.07,,,
1117,439.45,310.8,1.07,,,
1118,463.87,328.1,1.07,,,
1119,439.45,310.8,1.07,,,
1120,439.45,310.8,1.07,,,
1121,451.66,319.4,1.07,,,
1122,451.66,319.4,1.07,,,
1123,451.66,319.4,1.07,,,
1124,463.87,328.1,1.07,,,
1125,476.07,336.7,1.07,,,
1126,439.45,310.8,1.07,,,
1127,451.66,319.4,1.07,,,
1128,439.45,310.8,1.07,,,
1129,439.45,310.8,1.07,,,
1130,451.66,319.4,1.07,,,
1131,451.66,319.4,1.07,,,
1132,451.66,319.4,1.07,,,
1133,439.45,310.8,1.07,,,
1134,439.45,310.8,1.07,,,
1135,451.66,319.4,1.07,,,
1136,451.66,319.4,1.07,,,
1137,451.66,319.4,1.07,,,
1138,427.25,302.2,1.07,,,
1139,463.87,328.1,1.07,,,
1140,463.87,328.1,1.07,,,
1141,451.66,319.4,1.07,,,
1142,476.07,336.7,1.07,,,
1143,439.45,310.8,1.07,,,
1144,463.87,328.1,1.07,,,
1145,451.66,319.4,1.07,,,
1146,451.66,319.4,1.07,,,
1147,463.87,328.1,1.07,,,
1148,427.25,302.2,1.07,,,
1149,463.87,328.1,1.07,,,
1150,451.66,319.4,1.07,,,
1151,463.87,328.1,1.07,,,
1152,451.66,319.4,1.07,,,
1153,451.66,319.4,1.07,,,
1154,451.66,319.4,1.07,,,
1155,439.45,310.8,1.07,,,
1156,439.45,310.8,1.07,,,
1157,451.66,319.4,1.07,,,
1158,476.07,336.7,1.07,,,
1159,463.87,328.1,1.07,,,
1160,451.66,319.4,1.07,,,
1161,439.45,310.8,1.07,,,
1162,463.87,328.1,1.07,,,
1163,463.87,328.1,1.07,,,
1164,463.87,328.1,1.07,,,
1165,451.66,319.4,1.07,,,
1166,463.87,328.1,1.07,,,
1167,463.87,328.1,1.07,,,
1168,488.28,345.3,1.07,,,
1169,488.28,345.3,1.07,,,
1170,451.66,319.4,1.07,,,
1171,439.45,310.8,1.07,,,
1172,451.66,319.4,1.07,,,
1173,451.66,319.4,1.07,,,
1174,463.87,328.1,1.07,,,
1175,451.66,319.4,1.07,,,
1176,463.87,328.1,1.07,,,
1177,451.66,319.4,1.07,,,
1178,463.87,328.1,1.07,,,
1179,463.87,328.1,1.07,,,
1180,451.66,319.4,1.07,,,
1181,451.66,319.4,1.07,,,
1182,463.87,328.1,1.07,,,
1183,439.45,310.8,1.07,,,
1184,451.66,319.4,1.07,,,
1185,451.66,319.4,1.07,,,
1186,451.66,319.4,1.07,,,
1187,439.45,310.8,1.07,,,
1188,451.66,319.4,1.07,,,
1189,463.87,328.1,1.07,,,
1190,439.45,310.8,1.07,,,
1191,451.66,319.4,1.07,,,
1192,451.66,319.4,1.07,,,
1193,451.66,319.4,1.07,,,
1194,451.66,319.4,1.07,,,
1195,451.66,319.4,1.07,,,
1196,451.66,319.4,1.07,,,
1197,463.87,328.1,1.07,,,
1198,439.45,310.8,1.07,,,
1199,451.66,319.4,1.07,,,
1200,463.87,328.1,1.07,,,
1201,439.45,310.8,1.07,,,
1202,451.66,319.4,1.07,,,
1203,451.66,319.4,1.07,,,
1204,451.66,319.4,1.07,,,
1205,476.07,336.7,1.07,,,
1206,463.87,328.1,1.07,,,
1207,439.45,310.8,1.07,,,
1208,463.87,328.1,1.07,,,
1209,463.87,328.1,1.07,,,
1210,439.45,310.8,1.07,,,
1211,439.45,310.8,1.07,,,
1212,463.87,328.1,1.06,,,
1213,451.66,319.4,1.07,,,
1214,476.07,336.7,1.07,,,
1215,439.45,310.8,1.07,,,
1216,451.66,319.4,1.07,,,
1217,451.66,319.4,1.07,,,
1218,451.66,319.4,1.07,,,
1219,439.45,310.8,1.07,,,
1220,476.07,336.7,1.07,,,
1221,451.66,319.4,1.07,,,
1222,427.25,302.2,1.07,,,
1223,439.45,310.8,1.07,,,
1224,463.87,328.1,1.07,,,
1225,451.66,319.4,1.07,,,
1226,451.66,319.4,1.07,,,
1227,463.87,328.1,1.07,,,
1228,439.45,310.8,1.07,,,
1229,463.87,328.1,1.07,,,
1230,463.87,328.1,1.07,,,
1231,463.87,328.1,1.07,,,
1232,439.45,310.8,1.07,,,
1233,451.66,319.4,1.07,,,
1234,476.07,336.7,1.07,,,
1235,451.66,319.4,1.07,,,
1236,427.25,302.2,1.07,,,
1237,439.45,310.8,1.07,,,
1238,427.25,302.2,1.07,,,
1239,427.25,302.2,1.07,,,
1240,439.45,310.8,1.07,,,
1241,427.25,302.2,1.07,,,
1242,451.66,319.4,1.07,,,
1243,427.25,302.2,1.07,,,
1244,463.87,328.1,1.07,,,
1245,463.87,328.1,1.07,,,
1246,451.66,319.4,1.07,,,
1247,451.66,319.4,1.07,,,
1248,451.66,319.4,1.07,,,
1249,439.45,310.8,1.07,,,
1250,439.45,310.8,1.07,,,
1251,439.45,310.8,1.07,,,
1252,451.66,319.4,1.07,,,
1253,451.66,319.4,1.07,,,
1254,427.25,302.2,1.07,,,
1255,451.66,319.4,1.07,,,
1256,451.66,319.4,1.07,,,
1257,463.87,328.1,1.07,,,
1258,463.87,328.1,1.07,,,
1259,463.87,328.1,1.07,,,
1260,463.87,328.1,1.07,,,
1261,476.07,336.7,1.07,,,
1262,463.87,328.1,1.07,,,
1263,451.66,319.4,1.07,,,
1264,463.87,328.1,1.07,,,
1265,463.87,328.1,1.07,,,
1266,463.87,328.1,1.07,,,
1267,451.66,319.4,1.07,,,
1268,476.07,336.7,1.07,,,
1269,451.66,319.4,1.07,,,
1270,463.87,328.1,1.07,,,
1271,451.66,319.4,1.07,,,
1272,463.87,328.1,1.07,,,
1273,463.87,328.1,1.07,,,
1274,439.45,310.8,1.07,,,
1275,451.66,319.4,1.07,,,
1276,439.45,310.8,1.07,,,
1277,439.45,310.8,1.07,,,
1278,451.66,319.4,1.07,,,
1279,439.45,310.8,1.07,,,
1280,463.87,328.1,1.07,,,
1281,451.66,319.4,1.07,,,
1282,463.87,328.1,1.07,,,
1283,451.66,319.4,1.07,,,
1284,451.66,319.4,1.07,,,
1285,451.66,319.4,1.07,,,
1286,439.45,310.8,1.07,,,
1287,439.45,310.8,1.07,,,
1288,439.45,310.8,1.07,,,
1289,439.45,310.8,1.07,,,
1290,451.66,319.4,1.07,,,
1291,451.66,319.4,1.07,,,
1292,463.87,328.1,1.07,,,
1293,476.07,336.7,1.07,,,
1294,476.07,336.7,1.07,,,
1295,451.66,319.4,1.07,,,
1296,463.87,328.1,1.07,,,
1297,451.66,319.4,1.07,,,
1298,451.66,319.4,1.07,,,
1299,451.66,319.4,1.07,,,
1300,439.45,310.8,1.07,,,
1301,451.66,319.4,1.07,,,
1302,463.87,328.1,1.07,,,
1303,451.66,319.4,1.07,,,
1304,451.66,319.4,1.07,,,
1305,451.66,319.4,1.07,,,
1306,463.87,328.1,1.07,,,
1307,439.45,310.8,1.07,,,
1308,451.66,319.4,1.07,,,
1309,439.45,310.8,1.07,,,
1310,451.66,319.4,1.07,,,
1311,463.87,328.1,1.07,,,
1312,439.45,310.8,1.07,,,
1313,439.45,310.8,1.07,,,
1314,463.87,328.1,1.07,,,
1315,439.45,310.8,1.07,,,
1316,451.66,319.4,1.07,,,
1317,451.66,319.4,1.07,,,
1318,451.66,319.4,1.07,,,
1319,451.66,319.4,1.07,,,
1320,451.66,319.4,1.07,,,
1321,451.66,319.4,1.07,,,
1322,439.45,310.8,1.07,,,
1323,451.66,319.4,1.07,,,
1324,463.87,328.1,1.07,,,
1325,476.07,336.7,1.07,,,
1326,463.87,328.1,1.07,,,
1327,451.66,319.4,1.07,,,
1328,451.66,319.4,1.07,,,
1329,439.45,310.8,1.07,,,
1330,427.25,302.2,1.07,,,
1331,427.25,302.2,1.07,,,
1332,439.45,310.8,1.07,,,
1333,427.25,302.2,1.07,,,
1334,451.66,319.4,1.07,,,
1335,451.66,319.4,1.07,,,
1336,451.66,319.4,1.07,,,
1337,451.66,319.4,1.07,,,
1338,439.45,310.8,1.07,,,
1339,439.45,310.8,1.07,,,
1340,451.66,319.4,1.07,,,
1341,439.45,310.8,1.07,,,
1342,439.45,310.8,1.07,,,
1343,439.45,310.8,1.07,,,
1344,439.45,310.8,1.07,,,
1345,439.45,310.8,1.07,,,
1346,451.66,319.4,1.07,,,
1347,451.66,319.4,1.07,,,
1348,439.45,310.8,1.07,,,
1349,451.66,319.4,1.07,,,
1350,427.25,302.2,1.07,,,
1351,427.25,302.2,1.07,,,
1352,451.66,319.4,1.07,,,
1353,451.66,319.4,1.07,,,
1354,439.45,310.8,1.07,,,
1355,439.45,310.8,1.07,,,
1356,439.45,310.8,1.07,,,
1357,463.87,328.1,1.07,,,
1358,463.87,328.1,1.07,,,
1359,451.66,319.4,1.07,,,
1360,451.66,319.4,1.07,,,
1361,451.66,319.4,1.07,,,
1362,451.66,319.4,1.07,,,
1363,451.66,319.4,1.07,,,
1364,451.66,319.4,1.07,,,
1365,476.07,336.7,1.07,,,
1366,451.66,319.4,1.07,,,
1367,439.45,310.8,1.07,,,
1368,439.45,310.8,1.07,,,
1369,488.28,345.3,1.07,,,
1370,451.66,319.4,1.07,,,
1371,439.45,310.8,1.07,,,
1372,451.66,319.4,1.07,,,
1373,439.45,310.8,1.07,,,
1374,463.87,328.1,1.07,,,
1375,439.45,310.8,1.07,,,
1376,451.66,319.4,1.07,,,
1377,439.45,310.8,1.07,,,
1378,451.66,319.4,1.07,,,
1379,439.45,310.8,1.07,,,
1380,439.45,310.8,1.07,,,
1381,451.66,319.4,1.07,,,
1382,463.87,328.1,1.07,,,
1383,451.66,319.4,1.07,,,
1384,439.45,310.8,1.07,,,
1385,451.66,319.4,1.07,,,
1386,451.66,319.4,1.07,,,
1387,451.66,319.4,1.07,,,
1388,463.87,328.1,1.07,,,
1389,427.25,302.2,1.07,,,
1390,451.66,319.4,1.07,,,
1391,451.66,319.4,1.07,,,
1392,451.66,319.4,1.07,,,
1393,439.45,310.8,1.07,,,
1394,451.66,319.4,1.07,,,
1395,451.66,319.4,1.07,,,
1396,439.45,310.8,1.07,,,
1397,463.87,328.1,1.07,,,
1398,439.45,310.8,1.07,,,
1399,427.25,302.2,1.07,,,
1400,427.25,302.2,1.07,,,
1401,427.25,302.2,1.07,,,
1402,439.45,310.8,1.07,,,
1403,427.25,302.2,1.07,,,
1404,463.87,328.1,1.07,,,
1405,451.66,319.4,1.07,,,
1406,463.87,328.1,1.07,,,
1407,451.66,319.4,1.07,,,
1408,439.45,310.8,1.07,,,
1409,451.66,319.4,1.07,,,
1410,451.66,319.4,1.07,,,
1411,451.66,319.4,1.07,,,
1412,439.45,310.8,1.07,,,
1413,451.66,319.4,1.07,,,
1414,439.45,310.8,1.07,,,
1415,476.07,336.7,1.07,,,
1416,439.45,310.8,1.07,,,
1417,427.25,302.2,1.07,,,
1418,451.66,319.4,1.07,,,
1419,451.66,319.4,1.07,,,
1420,463.87,328.1,1.07,,,
1421,451.66,319.4,1.07,,,
1422,427.25,302.2,1.07,,,
1423,439.45,310.8,1.07,,,
1424,451.66,319.4,1.07,,,
1425,439.45,310.8,1.07,,,
1426,463.87,328.1,1.07,,,
1427,439.45,310.8,1.07,,,
1428,439.45,310.8,1.07,,,
1429,439.45,310.8,1.07,,,
1430,451.66,319.4,1.07,,,
1431,451.66,319.4,1.07,,,
1432,427.25,302.2,1.07,,,
1433,439.45,310.8,1.07,,,
1434,451.66,319.4,1.07,,,
1435,451.66,319.4,1.07,,,
1436,451.66,319.4,1.07,,,
1437,451.66,319.4,1.07,,,
1438,451.66,319.4,1.07,,,
1439,451.66,319.4,1.07,,,
1440,439.45,310.8,1.07,,,
1441,439.45,310.8,1.07,,,
1442,439.45,310.8,1.07,,,
1443,439.45,310.8,1.07,,,
1444,439.45,310.8,1.07,,,
1445,463.87,328.1,1.07,,,
1446,451.66,319.4,1.07,,,
1447,439.45,310.8,1.07,,,
1448,451.66,319.4,1.07,,,
1449,463.87,328.1,1.07,,,
1450,451.66,319.4,1.07,,,
1451,439.45,310.8,1.07,,,
1452,451.66,319.4,1.07,,,
1453,451.66,319.4,1.07,,,
1454,427.25,302.2,1.07,,,
1455,451.66,319.4,1.07,,,
1456,439.45,310.8,1.07,,,
1457,451.66,319.4,1.07,,,
1458,463.87,328.1,1.07,,,
1459,476.07,336.7,1.07,,,
1460,439.45,310.8,1.07,,,
1461,463.87,328.1,1.07,,,
1462,439.45,310.8,1.07,,,
1463,451.66,319.4,1.07,,,
1464,451.66,319.4,1.07,,,
1465,439.45,310.8,1.07,,,
1466,463.87,328.1,1.07,,,
1467,463.87,328.1,1.07,,,
1468,451.66,319.4,1.07,,,
1469,439.45,310.8,1.07,,,
1470,451.66,319.4,1.07,,,
1471,451.66,319.4,1.07,,,
1472,476.07,336.7,1.07,,,
1473,439.45,310.8,1.07,,,
1474,451.66,319.4,1.07,,,
1475,439.45,310.8,1.07,,,
1476,463.87,328.1,1.07,,,
1477,463.87,328.1,1.07,,,
1478,439.45,310.8,1.07,,,
1479,451.66,319.4,1.07,,,
1480,439.45,310.8,1.07,,,
1481,463.87,328.1,1.07,,,
1482,439.45,310.8,1.07,,,
1483,427.25,302.2,1.07,,,
1484,463.87,328.1,1.07,,,
1485,451.66,319.4,1.07,,,
1486,451.66,319.4,1.07,,,
1487,463.87,328.1,1.07,,,
1488,451.66,319.4,1.07,,,
1489,439.45,310.8,1.07,,,
1490,463.87,328.1,1.07,,,
1491,463.87,328.1,1.07,,,
1492,451.66,319.4,1.07,,,
1493,451.66,319.4,1.07,,,
1494,451.66,319.4,1.07,,,
1495,451.66,319.4,1.07,,,
1496,439.45,310.8,1.07,,,
1497,439.45,310.8,1.07,,,
1498,451.66,319.4,1.07,,,
1499,451.66,319.4,1.07,,,
1500,439.45,310.8,1.07,,,
1501,439.45,310.8,1.07,,,
1502,463.87,328.1,1.07,,,
1503,463.87,328.1,1.07,,,
1504,439.45,310.8,1.07,,,
1505,463.87,328.1,1.07,,,
1506,439.45,310.8,1.07,,,
1507,451.66,319.4,1.07,,,
1508,451.66,319.4,1.07,,,
1509,463.87,328.1,1.07,,,
1510,476.07,336.7,1.07,,,
1511,463.87,328.1,1.07,,,
1512,463.87,328.1,1.07,,,
1513,451.66,319.4,1.07,,,
1514,451.66,319.4,1.07,,,
1515,451.66,319.4,1.07,,,
1516,451.66,319.4,1.07,,,
1517,451.66,319.4,1.07,,,
1518,451.66,319.4,1.07,,,
1519,439.45,310.8,1.07,,,
1520,439.45,310.8,1.07,,,
1521,439.45,310.8,1.07,,,
1522,451.66,319.4,1.07,,,
1523,463.87,328.1,1.07,,,
1524,451.66,319.4,1.07,,,
1525,463.87,328.1,1.07,,,
1526,451.66,319.4,1.07,,,
1527,439.45,310.8,1.07,,,
1528,451.66,319.4,1.07,,,
1529,451.66,319.4,1.07,,,
1530,451.66,319.4,1.07,,,
1531,451.66,319.4,1.07,,,
1532,439.45,310.8,1.07,,,
1533,451.66,319.4,1.07,,,
1534,451.66,319.4,1.07,,,
1535,451.66,319.4,1.07,,,
1536,451.66,319.4,1.07,,,
1537,476.07,336.7,1.07,,,
1538,463.87,328.1,1.07,,,
1539,451.66,319.4,1.07,,,
1540,427.25,302.2,1.07,,,
1541,463.87,328.1,1.07,,,
1542,439.45,310.8,1.07,,,
1543,463.87,328.1,1.07,,,
1544,439.45,310.8,1.07,,,
1545,463.87,328.1,1.07,,,
1546,451.66,319.4,1.07,,,
1547,439.45,310.8,1.07,,,
1548,451.66,319.4,1.07,,,
1549,439.45,310.8,1.07,,,
1550,439.45,310.8,1.07,,,
